Date Added,Bean ID #,Roaster,Roast Name,General Tags,Roast Degree,Origins,Regions,Producer Info,Elevation (MASL),Varietals,Process,Processing Tags,Price/Bag,Gram/Bag,Retail Price/Cup (20g),Bulk Price/Cup (20g),Roaster Region,Roaster Country,Tasting Notes,General Tasting Notes,Link,Available?
9/21/2024,6924,Gardelli Specialty Coffees,El Puente I (Guatemala),"Single Origin, Traceable",Filter,Guatemala,Huehuetenango,"Vides Family, El Puente","1,800.00","Caturra, Bourbon",Classic Washed,"Washed, Brix Measured",$16.67,250,$1.33,$1.29,EMEA,Italy,"Apple, Melon, Molasses, Hazelnut","Caramel, Common Fruit, Nutty, Tropical Fruit",https://shop.gardellicoffee.com/coffees/728-323-el-puente-i-guatemala#/31-size-250g,YES
9/21/2024,6923,Dak Coffee Roasters,Pink Balloon - Colombia,"Single Origin, Traceable",Omni,Colombia,"Palestina, Huila","Linarco Rodriguez, El Silencio",1700 - 2200,Red & Pink Bourbon,Washed,"Multi-Stage Fermentation, Washed, Mechanically Dried",$17.95,250,$1.44,$1.38,EMEA,Netherlands,"Blood Orange, Honey, Raspberry And White Flowers","Berries, Floral, Sweet, Tropical Fruit, Citrus Fruit",https://www.dakcoffeeroasters.com/shop/coffee/pink-balloon,YES
9/21/2024,6922,Dak Coffee Roasters,Coco Bongo (New Harvest) - Colombia,"Single Origin, Single Varietal, Traceable",Omni,Colombia,-,Finca Milan,"1,730.00",Caturra,Coconut Culturing,"Washed, Anaerobic Fermentation, Culture Inoculated, Mechanically Dried, Sun-Dried, Multi-Stage Fermentation, Inoculated",$19.90,250,$1.59,$1.54,EMEA,Netherlands,"Fresh Coconut, Vanilla Milkshake And Pineapple Juice","Creamy, Sweet, Common Fruit, Tropical Fruit",https://www.dakcoffeeroasters.com/shop/coffee/coco-bongo#/cart,CHECK LINK
9/21/2024,6921,Dak Coffee Roasters,Kumquat Squat - Ethiopia,"Single Origin, Traceable",Omni,Ethiopia,Oromia ,Boku Abel station,2000 - 2350,Ethiopian Heirlooms,Natural,"Natural, Dried on Raised Beds",$16.95,250,$1.36,$1.30,EMEA,Netherlands,"Dried Apricots, Kumquat Jam, Milky Oolong And Nougat","Citrus Fruit, Creamy, Dried Fruit, Nutty, Sweet, Stone Fruit, Tea Like",https://www.dakcoffeeroasters.com/shop/coffee/kumquat-squat,YES
9/21/2024,6920,Cupping Room Coffee Roasters,B-Side,Roaster Blend,-,"Colombia, Ethiopia",-,-,-,-,-,-,$16.70,200,$1.67,$0.85,APAC,China,"Berry, Citrus, Dark Chocolate","Berries, Chocolate, Citrus Fruit",https://www.cuppingroom.hk/product/2681,YES
9/21/2024,6919,Cupping Room Coffee Roasters,Gesha Village Natural Gesha 1931 OMA Lot 119,"Single Origin, Single Varietal, Traceable",-,Ethiopia,"Bench Maji Zone, Gesha","Rachel Samuel & Adam Overton, Gesha Village","1,909 - 2,063",Gesha 1931,Natural,Natural,$16.70,100,$3.34,$3.34,APAC,China,"Lavender, Red Grape, Lemon Tea","Common Fruit, Citrus Fruit, Floral, Tea Like, Berries",https://www.cuppingroom.hk/product/4502,YES
9/21/2024,6918,Cupping Room Coffee Roasters,Colombia CGLE Mandela XO Process,"Single Origin, Single Varietal, Traceable",-,Colombia,"Valle Del Cauca, Caicedonia","Rigoberto and Luis Eduardo Herrera, Cafe Granja La Esperanza (CGLE), Finca Potosi","1,400 - 1,860",Caturra,Xo Natural,"Natural, Mechanically Dried, Controlled Drying",$29.54,100,$5.91,$5.91,APAC,China,"Black Currant, Dry Apricot, Plum Wine","Berries, Stone Fruit, Sweet, Common Fruit, Fermented",https://www.cuppingroom.hk/product/4503,YES
9/21/2024,6917,Coffee Project New York,"Colombia La Palma Y El Tucán Atilano Giraldo, Enthusiast Series","Single Origin, Single Varietal, Traceable",-,Colombia,Quindío,"Atilano Giraldo, La Palma Y El Tucán, Finca Palmichal","1,550.00",Castillo,Lactic,Lactic Fermentation,$28.00,283,$1.98,$1.98,NA,USA,"Pink Grapfruit, Nectarine, Green Tea Creamy Body, Medium Acidity","Creamy, Sweet, Stone Fruit, Tea Like",https://coffeeprojectnyshop.square.site/product/colombia-la-palma-y-el-tuc-n-atilano-giraldo-enthusiast-series/538?cs=true&cst=custom,YES
9/21/2024,6916,Artificer Coffee,250g Honduras finca El Zacundal,"Single Origin, Single Varietal, Traceable",-,Honduras,Santa Barbara,"Alexis Pineda Sagastume, El Zacundal","1,500.00",Pacas,Fully Washed,Washed,$17.09,250,$1.37,$1.37,APAC,Australia,"Sugar Cane, Nectarine, Pecan","Nutty, Stone Fruit, Sweet",https://artificercoffee.square.site/s/order#items,YES
9/21/2024,6915,Artificer Coffee,250g Guatemala Calahute,"Single Origin, Traceable",-,Guatemala,Huehuetenango,Alfonso Anzueto,1300 - 1500,Bourbon & Caturra,Washed,Washed,$16.41,250,$1.31,$1.31,APAC,Australia,"Panela, Apple, Almond","Caramel, Sweet, Common Fruit, Nutty",https://artificercoffee.square.site/s/order#items,YES
9/21/2024,6914,Monogram Coffee,Luis Choquehuanca,"Single Origin, Single Varietal, Traceable",Filter,Bolivia,Caranavi,"Luis Choquehuanca, Sol de La Mañana",-,Java,Natural,Natural,$30.00,300,$2.00,$1.80,NA,Canada,"Strawberry, Plum, Dark Chocolate","Berries, Chocolate, Stone Fruit",https://monogramcoffee.com/en-us/collections/wonder/products/luis-choquehuanca-3,YES
9/21/2024,6913,Hex Coffee,Sebastian Ramirez Pink Bourbon Quindio Colombia,"Single Origin, Single Varietal, Traceable",-,Colombia,"Calarcá, Quindío","Sebastián Ramírez, Fincas El Placer","1,744.00",Pink Bourbon,Washed,"Multi-Stage Fermentation, Washed",$26.00,283,$1.83,$1.42,NA,USA,"Pink Lemonade, Mango, Jasmine","Citrus Fruit, Sweet, Tea Like, Floral, Tropical Fruit, Stone Fruit",https://hex.coffee/collections/cofefve/products/sebastian-ramirez-pink-bourbon-quindio-colombia,YES
9/21/2024,6912,gget - Go Get Em Tiger,Worka Chelbessa Ethiopia,"Single Origin, Traceable","Medium Light, Filter",Ethiopia,"Gedeb, Gedeo","Negusse Debela, SNAP Coffee, Worka Chelbesa, Worka Chelbesa Washing Station","1,900 - 2,200",Jarc Selections Ethiopian Heirlooms,Washed,Washed,$24.00,298,$1.61,$1.61,NA,USA,"Jasmine, Papaya, Guava","Tea Like, Floral, Tropical Fruit",https://gget.com/shop/coffee/worka-chelbessa-ethiopia,YES
9/21/2024,6911,Bean & Bean Coffee Roasters,Colombia Sugarcane Decaf,"Single Origin, Traceable",Medium,Colombia,"Fresno, Tolima","Shady & Elias Bayter, El Vergel","1,450.00",Red & Yellow Caturra,Ethyl Acetate Decaf,"Decaffeinated, Ethyl Acetate Decaffeination",$20.00,312,$1.28,$1.10,NA,USA,"Almond, Cane Sugar, Citrus And Clove","Citrus Fruit, Nutty, Spiced, Sweet",https://beannbeancoffee.com/collections/shop-all-coffee/products/colombia-sugarcane-decaf,YES
9/21/2024,6910,Regalia Coffee,Chiroso Imperial Los Cachimbos,"Single Origin, Single Varietal, Traceable",-,Colombia,"Brucelas, Huila","Tibatá family, Los Cachimbos","1,730.00",Chiroso,Washed,Washed,$29.25,300,$1.95,$1.89,NA,USA,"Lots Of Floral Notes, And A Great Balance Of Citric Acid And Lychee Sweetness","Balanced, Floral, Tropical Fruit, Sweet, Fermented, Acidic",https://regaliacoffee.com/products/chiroso-imperial-los-cachimbos,YES
9/20/2024,6909,Manhattan Coffee Roasters,Pino Alto,"Single Origin, Single Varietal, Traceable",Omni,Colombia,Pijao,"Jose Giraldo, Cafe 1959, las marias","1,950.00",Geisha,Natural,Natural,$30.56,125,$4.89,$4.80,EMEA,Netherlands,Juicy Mango Peach White Tea,"Stone Fruit, Tea Like, Berries, Tropical Fruit",https://manhattancoffeeroasters.com/catalog/coffee/pino-alto,YES
9/20/2024,6908,Manhattan Coffee Roasters,Entre Montanas Mokka,"Single Origin, Single Varietal, Traceable",Omni,Colombia,Pijao,"Jose Giraldo, Cafe 1959, las marias","1,950.00",Mokka,Natural,Natural,$18.89,125,$3.02,$2.88,EMEA,Netherlands,Juicy Cranberry Black Tea Orange,"Berries, Tea Like, Tropical Fruit, Citrus Fruit",https://manhattancoffeeroasters.com/catalog/coffee/entre-montanas-mokka,YES
9/20/2024,6907,Dark Arts Coffee,Nice One Ethiopia,"Single Origin, Traceable",Omni,Ethiopia,"Arbegona, Sidama","Assefa Dukamo Korma and Mulugeta Dukamo, Daye Bensa Coffee, Rumudamo Village",2100 - 2330,"74112, Ethiopian Heirlooms",Natural,Natural,$21.00,250,$1.68,$1.26,EMEA,United Kingdom,"Rose, Jasmine, Pineapple, Strawberry","Berries, Floral, Tea Like, Tropical Fruit",https://www.darkartscoffee.co.uk/collections/coffee/products/nice-one-ethiopia,YES
9/20/2024,6906,Ceremony Coffee Roasters,El Salvador El Mural Gesha,"Single Origin, Single Varietal, Traceable","Light, Filter",El Salvador,Chalatenango,El Mural Community,"1,400.00",Gesha,Natural,Natural,$27.00,340,$1.59,$1.27,NA,USA,"Watermelon Candy, Strawberry, Lively","Berries, Sweet, Tropical Fruit",https://shop.ceremonycoffee.com/products/elsalvador-elmural,YES
9/20/2024,6905,Blind Tiger Coffee,Alex Aguilar Lot 1 Honduras Santa Barbara Cranberry Pink Lady Apple Cherimoya,"Single Origin, Single Varietal, Traceable",-,Honduras,Santa Barbara,"Alex Aguilar, Finca Los Angeles",-,Bourbon,Washed,"Washed, Dried on Raised Beds",$15.00,227,$1.32,$0.85,NA,USA,"Cranberry, Pink Lady Apple, Cherimoya","Berries, Common Fruit, Tropical Fruit",https://www.blindtigercoffee.com/coffee/alex-aguilar-lot-1-honduras-santa-barbara-cranberry-pink-lady-apple-cherimoya,YES
9/20/2024,6904,Stereoscope Coffee,Mexico Fincael perrico,"Single Origin, Traceable",Light,Mexico,Chiapas,"Noel Sanchez Lopez, Finca El Perrico","1,350.00","Marsellesa, Oro Azteca",Washed,Washed,$27.20,283,$1.92,$1.92,NA,USA,"Green Apple, Dried Mango, Crisp, Pecan","Common Fruit, Dried Fruit, Nutty, Tropical Fruit, Stone Fruit",https://www.stereoscopecoffee.com/coffee-1/mexico-fincaelperrico,YES
9/20/2024,6903,Stereoscope Coffee,Mexico Cifuentes family,"Single Origin, Traceable",Light,Mexico,"Bella Vista, Chiapas",Cifuentes Family,"1,584.00","Bourbon, Caturra, Catimor",Washed,Washed,$30.40,283,$2.14,$2.14,NA,USA,"Tangerine, Keylime, Silky, Spice","Citrus Fruit, Tropical Fruit, Creamy, Spiced",https://www.stereoscopecoffee.com/coffee-1/mexico-cifuentesfamily,YES
9/20/2024,6902,Shokunin Coffee Collective,Don Rafa ,"Single Origin, Traceable",-,Mexico,"Las Margaritas, Chiapas",Don Rafa,1250 - 1600,Gesha & Caturra,Anaerobic Natural,"Natural, Anaerobic Fermentation",$20.00,250,$1.60,$1.44,EMEA,Netherlands,Bright Aromas Like Riesling Mellow Sweetness Like Cantaloupe Melon Smooth Body Like Vanilla Ice Cream,"Balanced, Complex, Creamy, Sweet, Fermented, Berries, Tropical Fruit",https://shokunin.coffee/product/don-rafa/,YES
9/20/2024,6901,Market Lane Coffee,Santa Clara,"Single Origin, Single Varietal, Traceable",-,Guatemala,Antigua,Ricardo Zelaya,-,Panama Gesha,Washed,Washed,$21.88,100,$4.38,$4.38,APAC,Australia,Dried Orange And Cocoa With A Black Tea Finish,"Chocolate, Dried Fruit, Tea Like, Tropical Fruit, Citrus Fruit, Fermented",https://marketlane.com.au/collections/filter-beans/products/santa-clara,YES
9/20/2024,6900,Leaves Coffee,Colombia La Piragua Pink Bourbon,"Single Origin, Single Varietal, Traceable",Filter,Colombia,Huila,Alex Vargas,"1,870.00",Pink Bourbon,Anaerobic Natural,"Natural, Anaerobic Fermentation",$18.80,100,$3.76,$2.63,APAC,Japan,"Pink Grapefruits, Stonefruits, Herbal, Sugar Cane, Silky","Citrus Fruit, Creamy, Herbal, Stone Fruit, Sweet",https://leavescoffee.jp/en/products/colombia-la-piragua-pink-bourbon,YES
9/20/2024,6899,Frukt Coffee Roasters,Mario Moreno,"Single Origin, Single Varietal, Traceable",Filter,Honduras,"Las Vegas, Santa Barbara",Mario Moreno,"1,650.00",Pacas,Washed,Washed,$21.00,250,$1.68,$1.56,EMEA,Finland,"Peach, Apricot",Stone Fruit,https://www.frukt.coffee/products/mario-moreno,YES
9/20/2024,6898,Friedhats,Colombia Inmaculada Family Reserve Omni,"Single Origin, Single Varietal, Traceable",Omni,Colombia,"Pichindé, Valle Del Cauca","Julian Holguin Ramos & Family, Finca Inmaculada","1,900 - 2,000",Gesha,-,-,$42.00,250,$3.36,$3.36,EMEA,Netherlands,-,-,https://friedhats.com/products/colombia-inmaculada-family-reserve-omni,YES
9/20/2024,6897,Substance Cafe,Ethiopia Chelbesa ,"Single Origin, Traceable",-,Ethiopia,"Gedeb, Gedeo","Negusse Debela, SNAP Coffee, Worka Chelbesa, Worka Chelbesa Washing Station","1,900 - 2,300",Ethiopian Heirlooms,Washed,Washed,$22.23,200,$2.22,$2.22,EMEA,France,"When It Is Hot You Get Flavors Of Orange, Lemon And Red Fruits The Body Is Thick Colder, There Is Taste Of Orange Still, With Bergamots","Citrus Fruit, Creamy, Common Fruit, Tropical Fruit",https://www.substancecafe.com/index.php/product/ethiopia-chelbesa/,YES
9/20/2024,6896,Substance Cafe,Ethiopia Badaye ,"Single Origin, Traceable",-,Ethiopia,Limmu,Khalid Shifa,1900 - 2000,Ethiopian Heirlooms,Washed,Washed,$22.23,200,$2.22,$2.22,EMEA,France,"When Hot, It Tastes Lemon, Bergamot And Passionfruit With A Light Body As It Cools Down, It Remains Passionfruit, Lime And Lemon","Citrus Fruit, Sweet, Floral, Clean, Creamy, Herbal, Vegetal, Tropical Fruit, Fermented",https://www.substancecafe.com/index.php/product/ethiopia-badaye/,YES
9/20/2024,6895,Sightglass Coffee,Autumnal Equinox Gwp,"Roaster Blend, Traceable",Medium,"Mexico, Mexico",-,Jose Argüello,-,-,"Washed, Natural","Washed, Natural",$23.00,340,$1.35,$1.35,NA,USA,"Persimmon, Cardamom, Toffee","Caramel, Common Fruit, Spiced",https://sightglasscoffee.com/products/autumnal-equinox-gwp,YES
9/20/2024,6894,Terres de Café,"Légendes - Jose ""Pocho"" Gallardo - Nuguo - Geisha Washed","Single Origin, Single Varietal, Traceable",Omni,Panama,-,"José ""Pocho"" Gallardo",-,Geisha,Washed,Washed,$79.00,75,$21.07,$21.07,EMEA,France,-,-,https://www.terresdecafe.com/en/beans-or-ground-coffee/1843-26909-legendes-nuguo-geisha-washed-.html#/79-grinding-beans/184-roasting-uniroast/432-coffee_packaging-75g,YES
9/20/2024,6893,Terres de Café,Légendes - Pepe Jijón - La Soledad - Geisha Wave,"Single Origin, Single Varietal, Traceable",Omni,Ecuador,"Intag Valley, Imbabura","Pepe Jijon (Jose Ignacio Jijon), Finca Soledad","1,515.00",Geisha,Warm Anaerobic Wave Washed,"Washed, Anaerobic Fermentation",$36.76,100,$7.35,$7.35,EMEA,France,"Strawberry, Clementine, Elderberry And Honey","Berries, Citrus Fruit, Floral, Common Fruit, Sweet",https://www.terresdecafe.com/en/beans-or-ground-coffee/1842-26917-legendes-el-morito-geisha-washed-.html#/79-grinding-beans/184-roasting-uniroast/433-coffee_packaging-100g,YES
9/20/2024,6892,Terres de Café,Légendes - Jose Roberto Monterroso - El Morito - Pacamara Fully Washed,"Single Origin, Single Varietal, Traceable",Omni,Guatemala,-,"José Luis Monterroso, El Morito",-,Pacamara,Washed,Washed,$20.96,200,$2.10,$2.10,EMEA,France,"Red Apple, Peach And Clementine","Citrus Fruit, Common Fruit, Stone Fruit",https://www.terresdecafe.com/en/beans-or-ground-coffee/1841-26893-legendes-el-morito-pacamara-fully-washed-.html#/79-grinding-beans/92-roasting-espresso/431-coffee_packaging-200g,YES
9/20/2024,6891,Terres de Café,Légendes - Jamison Savage - Geisha Natural,"Single Origin, Single Varietal, Traceable",Omni,Panama,"Volcán, Chiriquí","Jamison Savage, Finca Deborah","2,000.00",Geisha,Natural,Natural,$42.03,200,$4.20,$4.20,EMEA,France,"Violet, Strawberry, Blackberry And Dark Chocolate","Berries, Chocolate, Floral",https://www.terresdecafe.com/en/beans-or-ground-coffee/1840-26885-legendes-finca-deborah-geisha-natural-.html#/79-grinding-beans/184-roasting-uniroast/431-coffee_packaging-200g,YES
9/20/2024,6890,Terres de Café,Légendes - Jamison Savage - Geisha Washed,"Single Origin, Single Varietal, Traceable",Omni,Panama,"Volcán, Chiriquí","Jamison Savage, Finca Deborah","2,000.00",Geisha,Washed,Washed,$42.03,200,$4.20,$4.20,EMEA,France,"Jasmine, Peach, Clementine And Raspberry","Berries, Citrus Fruit, Stone Fruit, Tea Like, Floral",https://www.terresdecafe.com/en/beans-or-ground-coffee/1837-26877-legendes-finca-deborah-geisha-washed.html#/79-grinding-beans/184-roasting-uniroast/431-coffee_packaging-200g,YES
9/20/2024,6889,Terres de Café,Légendes - Pepe Jijón - La Soledad - Sidra Washed,"Single Origin, Single Varietal, Traceable",Omni,Ecuador,"Intag Valley, Imbabura","Pepe Jijon (Jose Ignacio Jijon), Finca Soledad","1,515.00",Sidra,Washed,Washed,$28.34,150,$3.78,$3.78,EMEA,France,"Red Apple, Apricot, Elderberry And Honey","Berries, Common Fruit, Floral, Stone Fruit, Sweet",https://www.terresdecafe.com/en/beans-or-ground-coffee/1836-26869-legendes-la-soledad-sidra-washed.html#/61-coffee_packaging-150gr/79-grinding-beans/184-roasting-uniroast,YES
9/20/2024,6888,Terres de Café,Coffee Las Flores - Chiroso,"Single Origin, Single Varietal, Traceable, Cupping Score",Omni,Colombia,"Bruselas, Pitalito, Huila","Jhoan Vergara, Las Flores","2,000.00",Chiroso,Anaerobic Washed,"Washed, Anaerobic Fermentation",$31.49,250,$2.52,$2.52,EMEA,France,"Silky And Syrupy, With A Sweetness Reminiscent Of Sour Sweets And Notes Of Strawberry, Kiwi And Mango The Finish Is Long And Fresh, With Hints Of Menthol","Acidic, Common Fruit, Berries, Creamy, Sweet, Tropical Fruit, Stone Fruit, Fermented",https://www.terresdecafe.com/en/beans-or-ground-coffee/1788-26048-coffee-las-flores-chiroso-3700926146291.html#/33-coffee_packaging-250gr/33-coffee_packaging-250gr/79-grinding-beans/79-grinding-beans/184-roasting-uniroast/184-roasting-uniroast,NO
9/20/2024,6887,Workshop Coffee,La Pllata Decaf,"Single Origin, Traceable",Filter,Colombia,"San Sebastian, La Plata, Huila",La Plata Community,1750 - 2000,"Caturra, Castillo And Variedad Colombia",Fully Washed Ethyl Acetate Decaf,"Washed, Decaffeinated, Ethyl Acetate Decaffeination",$20.00,250,$1.60,$1.36,EMEA,United Kingdom,"Currants, Dark Chocolate, Roasted Almonds","Berries, Chocolate, Nutty, Roasty",https://workshopcoffee.com/products/la-pllata-decaf,YES
9/20/2024,6886,Workshop Coffee,Finca Alto Bonito,"Single Origin, Traceable",Filter,Colombia,"Rioblanco, Tolima",Rusbelth Arango & Sandra Milena,-,"Caturra, Castillo And Colombia",Fully Washed,"Multi-Stage Fermentation, Washed, Anaerobic Fermentation",$20.00,250,$1.60,$1.36,EMEA,United Kingdom,"Quince, Butterscotch, Magnolia","Caramel, Creamy, Common Fruit, Sweet, Nutty, Spiced",https://workshopcoffee.com/products/finca-alto-bonito,YES
9/20/2024,6885,Workshop Coffee,Aricha Espresso,"Single Origin, Traceable",Filter,Ethiopia,Yirgacheffe,"Henok Admassu, Aricha Station","1,925 - 1,945","Kurume, Dega & Wolisho",Fully Washed,Washed,$18.00,340,$1.06,$0.75,EMEA,United Kingdom,"Muscat Grape, Brown Butter, Apricot","Common Fruit, Caramel, Creamy, Floral, Spiced, Fermented, Stone Fruit",https://workshopcoffee.com/products/aricha-espresso,YES
9/20/2024,6884,Workshop Coffee,Mitad Del Mundo,"Single Origin, Traceable",Filter,Ecuador,Loja,"Milton Granda, César Toapanta and Carlos Hidalgo",-,"Typica, Caturra & Bourbon",Fully Washed,Washed,$18.00,340,$1.06,$0.75,EMEA,United Kingdom,"Black Cherry, Chocolate, Amaretti","Berries, Chocolate",https://workshopcoffee.com/products/mitad-del-mundo,YES
9/20/2024,6883,Workshop Coffee,Karimikui Aa,"Single Origin, Traceable",Filter,Ethiopia,West Arsi,"Faysel Abdosh & Hakime Yonis, Testi Coffee, Aash Washing Station",-,"Sl28, Sl34 And Ruiru 11",Double Washed,"Multi-Stage Fermentation, Washed, Hand Sorted, Floated, Dried on Raised Beds",$20.00,250,$1.60,$1.36,EMEA,United Kingdom,"Raspberry, Cranberry, Jasmine","Berries, Tea Like, Floral",https://workshopcoffee.com/products/karimikui-aa-1,YES
9/20/2024,6882,Workshop Coffee,Raro Boda,"Single Origin, Traceable",Filter,Ethiopia,"Uraga, Guji Zone, Oromia","Negusse Debela, SNAP Coffee, Raro Boda washing station",-,"Wolisho, Dega & Kurume",Fully Washed,"Washed, Hand Sorted, Dried on Raised Beds, Sun-Dried",$18.00,340,$1.06,$0.75,EMEA,United Kingdom,"Lemon, Lychee, Rose Jam","Citrus Fruit, Floral, Sweet, Tropical Fruit",https://workshopcoffee.com/products/raro-boda,YES
9/20/2024,6881,Workshop Coffee,Juan Singuna,"Single Origin, Single Varietal, Traceable",Filter,Peru,"Yanatile, Calca, Cusco","Juan José Huillca Singiña, Alto Cedruyoc",-,Bourbon,Fully Washed,"Washed, Anaerobic Fermentation, Dried on Raised Beds",$18.00,340,$1.06,$0.75,EMEA,United Kingdom,"Praline, Dried Apricot, Coconut","Caramel, Nutty, Dried Fruit, Stone Fruit, Tropical Fruit",https://workshopcoffee.com/products/juan-singuna,YES
9/20/2024,6880,Workshop Coffee,El Nevado Espresso,"Single Origin, Traceable",Espresso,Colombia,Huila,Multiple smallholder farmers,-,"Caturra, Castillo & Colombi",Natural,Natural,$18.00,340,$1.06,$0.75,EMEA,United Kingdom,"Caramelised Sugars, Marzipan, Warm Berries","Berries, Caramel, Sweet, Nutty",https://workshopcoffee.com/products/el-nevado-espresso,YES
9/20/2024,6879,Workshop Coffee,Legacy,"Roaster Blend, Traceable",Omni,"Peru, Ethiopia","Colca, Yirgacheffe",Juan José Huillca Singuña and Aricha washing station,-,-,Washed,Washed,$17.00,250,$1.36,$1.16,EMEA,United Kingdom,"Baking Spice, Toffee, Jammy","Caramel, Roasty, Spiced, Sweet",https://workshopcoffee.com/products/legacy,YES
9/20/2024,6878,Workshop Coffee,Article,Roaster Blend,Omni,"Brazil, Peru","Minas Gerais, Cajamarca",-,-,-,-,-,$14.00,250,$1.12,$0.88,EMEA,United Kingdom,"Dark Chocolate, Maple, Raisin","Chocolate, Dried Fruit, Sweet",https://workshopcoffee.com/products/article,YES
9/20/2024,6877,Workshop Coffee,Reset,"Single Origin, Traceable",Omni,Colombia,Huila,Multiple smallholder farmers,-,"Caturra, Castillo & Colombi",Ethyl Acetate Decaf,"Decaffeinated, Ethyl Acetate Decaffeination",$20.00,250,$1.60,$1.36,EMEA,United Kingdom,"Roasted Almonds, Sweet Raspberry, Milk Chocolate","Berries, Chocolate, Nutty, Roasty, Sweet, Creamy",https://workshopcoffee.com/products/reset,YES
